8032	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8033	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8034	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8035	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8040	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8041	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8042	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8043	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8044	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8045	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8046	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8050	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8051	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8052	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8053	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8060	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8070	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8071	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8072	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8073	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8074	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8075	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8076	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8077	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8078	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8080	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8081	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8082	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8083	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8084	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8090																			11500																														
8091																			11500																														
8092																			11500																														
8093																			11500																														
8094																			11500																														
8095																			11500																														
8096																			11500																														
8097																			11500																														
8098																			11500																														
8100																			11500																														
8101																			11500																														
8102																			11500																														
8103																			11500																														
8110																			11500																														
8120	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610					11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8121	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610					11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8122	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610					11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8123	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8124	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8130	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8131	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8140	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8141	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610					11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8142	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8143	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8144	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8145	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8146	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8147	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8148	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8149	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8150	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8151	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8152	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8153	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8154	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8155	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610	06200	11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8156	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8157	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8160	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200
8161	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200
8162	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200
8170	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200
8171	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200
8172	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200
8173	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200
8174	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200
8175	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200
8180	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200	07200
8190	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8191	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610					11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8200	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8201	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610					11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8202	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8204	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8210	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610					11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8211	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610					11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8212	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8213	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8214	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8215	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8220	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8221	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8230	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610					11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8231	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610					11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8240	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8241	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610					11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8242	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8243	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8244	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610					11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8245	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610					11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8246	11610	11601	11610	11300	11610	11602	11603	11602	11602	11602	11602	07200	11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610	10400	11610	10400	11610	06200	11610	11608	11610	11609	11610	11610	11610	11200		11610	11610	11610	11610	11610	11611		11611
8247	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610			11500		11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8248	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
8249	11610	11601	11610		11610	11602	11603	11602	11602	11602	11602		11610	11604	11605	11610					11610		11606	11610	11607	11610	11610		11610		11610		11610	11608	11610	11609	11610	11610	11610			11610	11610	11610	11610	11610	11611		11611
